symbol,company,insider_name,category,quantity,value,type,trade_date,mode,exchange
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Anoop Bector,Promoters,5000.0,5003977,Buy,12-Feb-2024,Market Purchase,BSE
DIAMINESQ,Diamines & Chemicals Limited,Amit M Mehta,Promoters,750.0,352999,Buy,09-Feb-2024,Market Purchase,NSE
DIAMINESQ,Diamines & Chemicals Limited,Amit M Mehta,Promoters,750.0,352999,Buy,09-Feb-2024,Market Purchase,NSE
DIAMINESQ,Diamines & Chemicals Limited,Mohak A Mehta,Promoters,917.0,424653,Buy,09-Feb-2024,Market Purchase,BSE
DIAMINESQ,Diamines & Chemicals Limited,Mohak A Mehta,Promoters,917.0,424653,Buy,09-Feb-2024,Market Purchase,BSE
DIAMINESQ,Diamines & Chemicals Limited,Amit M Mehta,Promoters,2040.0,951488,Buy,09-Feb-2024,Market Purchase,BSE
DIAMINESQ,Diamines & Chemicals Limited,Amit M Mehta,Promoters,2040.0,951488,Buy,09-Feb-2024,Market Purchase,BSE
HCLTECH,HCL Technologies Limited,Vijayakumar Chinnaswamy,Director,1900.0,3036127,Buy,06-Feb-2024,Market Purchase,NSE
HCLTECH,HCL Technologies Limited,Vijayakumar Chinnaswamy,Director,1900.0,3036127,Buy,06-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2738.0,6948033,Buy,09-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2830.0,6948217,Buy,12-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2830.0,6948217,Buy,12-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2738.0,6948033,Buy,09-Feb-2024,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,JAGDISH KUMAR ARORA,Promoters,5000.0,1240426,Buy,12-Feb-2024,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,JAGDISH KUMAR ARORA,Promoters,5000.0,1240426,Buy,12-Feb-2024,Market Purchase,NSE
IBLFL,IBL Finance Limited,Piyush Patel,Promoters,22000.0,1332000,Buy,24-Jan-2024,Market Purchase,NSE
IBLFL,IBL Finance Limited,Manish Patel,Promoters,28000.0,1704000,Buy,24-Jan-2024,Market Purchase,NSE
IBLFL,IBL Finance Limited,Piyush Patel,Promoters,22000.0,1332000,Buy,24-Jan-2024,Market Purchase,NSE
IBLFL,IBL Finance Limited,Manish Patel,Promoters,28000.0,1704000,Buy,24-Jan-2024,Market Purchase,NSE
MHRIL,Mahindra Holidays & Resorts India Limited,Santhosh Raman Kutty,Employees/Designated Employees,1000.0,434977,Buy,05-Feb-2024,Market Purchase,NSE
MHRIL,Mahindra Holidays & Resorts India Limited,Santhosh Raman Kutty,Employees/Designated Employees,1000.0,434977,Buy,05-Feb-2024,Market Purchase,NSE
MOXSH,Moxsh Overseas Educon Limited,PRITI DHANANJAY SHAH,Promoters,800.0,111080,Buy,07-Feb-2024,Market Purchase,NSE
MOXSH,Moxsh Overseas Educon Limited,PRITI DHANANJAY SHAH,Promoters,800.0,111080,Buy,07-Feb-2024,Market Purchase,NSE
MOXSH,Moxsh Overseas Educon Limited,PRITI DHANANJAY SHAH,Promoters,800.0,111080,Buy,07-Feb-2024,Market Purchase,NSE
MOXSH,Moxsh Overseas Educon Limited,PRITI DHANANJAY SHAH,Promoters,800.0,111080,Buy,07-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,10854.0,2154483,Buy,08-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,15000.0,2957699,Buy,07-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,15000.0,2957699,Buy,07-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,10854.0,2154483,Buy,08-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,10854.0,2154483,Buy,08-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,10854.0,2154483,Buy,08-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,15000.0,2957699,Buy,07-Feb-2024,Market Purchase,NSE
SAMHI,Samhi Hotels Limited,Manav Thadani,Director,15000.0,2957699,Buy,07-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,250.0,113113,Buy,08-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,750.0,337050,Buy,08-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,750.0,337050,Buy,08-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,250.0,113113,Buy,08-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,250.0,113113,Buy,08-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,750.0,337050,Buy,08-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,250.0,113113,Buy,08-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,750.0,337050,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,NALINI KALRA,Promoter Group,500.0,235826,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,SHALINI UMESH CHABLANI,Promoter Group,500.0,235826,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,KULDIP KRISHAN SARDANA,Promoters,2045.0,997756,Buy,09-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,MANJOO SARDANA,Promoters,2200.0,1069640,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,UMESH HIRANAND CHABLANI,Promoter Group,1000.0,471652,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,SHALINI UMESH CHABLANI,Promoter Group,500.0,235826,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,NALINI KALRA,Promoter Group,500.0,235826,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,KULDIP KRISHAN SARDANA,Promoters,2045.0,997756,Buy,09-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,MANJOO SARDANA,Promoters,2200.0,1069640,Buy,08-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,UMESH HIRANAND CHABLANI,Promoter Group,1000.0,471652,Buy,08-Feb-2024,Market Purchase,NSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,Promoter Group,3478.0,1059064,Buy,05-Feb-2024,Market Purchase,NSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,Promoter Group,3478.0,1059064,Buy,05-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2723.0,6947736,Buy,08-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2627.0,6948940,Buy,07-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2723.0,6947736,Buy,08-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2627.0,6948940,Buy,07-Feb-2024,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,531000.0,71471122,Buy,09-Feb-2024,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,531000.0,71471122,Buy,09-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,1750.0,785800,Buy,06-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,2250.0,1021646,Buy,06-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,2250.0,1021646,Buy,06-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,1750.0,785800,Buy,06-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,1750.0,785800,Buy,06-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,2250.0,1021646,Buy,06-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,2250.0,1021646,Buy,06-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,1750.0,785800,Buy,06-Feb-2024,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,1462860.0,199229319,Buy,08-Feb-2024,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,1462860.0,199229319,Buy,08-Feb-2024,Market Purchase,NSE
MOXSH,Moxsh Overseas Educon Limited,PRITI DHANANJAY SHAH,Promoters,8800.0,1133600,Buy,05-Feb-2024,Market Purchase,NSE
MOXSH,Moxsh Overseas Educon Limited,PRITI DHANANJAY SHAH,Promoters,8800.0,1133600,Buy,05-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2617.0,6949327,Buy,06-Feb-2024,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2642.0,6947786,Buy,05-Feb-2024,Market Purchase,NSE
JSWINFRA,JSW Infrastructure Limited,Saroj Bhartia,Promoter Group,9800.0,2001965,Buy,16-Nov-2023,Market Purchase,NSE
JSWINFRA,JSW Infrastructure Limited,Urmila Bhuwalka,Promoter Group,7000.0,1644978,Buy,15-Dec-2023,Market Purchase,NSE
AUBANK,AU Small Finance Bank Limited,Priyam Alok,-,860.0,530024,Buy,30-Jan-2024,Market Purchase,NSE
AUBANK,AU Small Finance Bank Limited,Ilica Chauhan,Immediate relative,5000.0,3154305,Buy,31-Jan-2024,Market Purchase,BSE
COOLCAPS,Cool Caps Industries Limited,Rajeev Goenka,Promoters,1000.0,451250,Buy,05-Feb-2024,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,1250.0,562312,Buy,05-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,KULDIP KRISHAN SARDANA,Key Managerial Personnel,1000.0,524650,Buy,06-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,NIDHI SARDANA,Promoters,150.0,80714,Buy,05-Feb-2024,Market Purchase,NSE
LT,Larsen & Toubro Limited,PATIL J D,Other,485.0,16407734,Buy,02-Feb-2024,Market Purchase,NSE
LT,Larsen & Toubro Limited,PARAB A V,Key Managerial Personnel,4500.0,15142500,Buy,05-Feb-2024,Market Purchase,NSE
LT,Larsen & Toubro Limited,PATIL J D,Other,500.0,1676675,Buy,05-Feb-2024,Market Purchase,NSE
LT,Larsen & Toubro Limited,PATIL J D,Other,300.0,1013514,Buy,05-Feb-2024,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,1806930.0,231207084,Buy,06-Feb-2024,Market Purchase,NSE
MOXSH,Moxsh Overseas Educon Limited,PRITI DHANANJAY SHAH,Promoters,800.0,96800,Buy,02-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,KULDIP KRISHAN SARDANA,Key Managerial Personnel,200.0,109000,Buy,02-Feb-2024,Market Purchase,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,MANJOO SARDANA,Promoters,200.0,109000,Buy,02-Feb-2024,Market Purchase,NSE
IREDA,Indian Renewable Energy Development Agency Limited,Rohit Gupta,Employees/Designated Employees,8500.0,1015617,Buy,14-Dec-2023,Market Purchase,NSE
COOLCAPS,Cool Caps Industries Limited,Purv Flexipack Limited,Promoters,750.0,346291,Buy,30-Jan-2024,Market Purchase,NSE
AUBANK,AU Small Finance Bank Limited,Sourabh Ghosh,-,2000.0,1283750,Buy,29-Jan-2024,Market Purchase,NSE
AUBANK,AU Small Finance Bank Limited,Rajesh Gupta,-,3195.0,1996734,Buy,30-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,CHAMPAKBHAI K GANDHI HUF,Promoter Group,1500.0,210000,Buy,31-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,ASHISHKUMAR CHAMPAKLAL GANDHI HUF,Promoter Group,3000.0,411000,Buy,30-Jan-2024,Market Purchase,NSE
JSL,Jindal Stainless Limited,JSL OVERSEAS LIMITED,Promoter Group,3900000.0,2123247555,Buy,24-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,ASHISHKUMAR CHAMPAKLAL GANDHI HUF,Promoter Group,1500.0,192000,Buy,29-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,ASHISHKUMAR CHAMPAKLAL GANDHI HUF,Promoter Group,1500.0,195000,Buy,29-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,ASHISHKUMAR CHAMPAKLAL GANDHI HUF,Promoter Group,1500.0,188925,Buy,29-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,CHAMPAKBHAI K GANDHI HUF,Promoter Group,1500.0,189000,Buy,29-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,CHAMPAKBHAI K GANDHI HUF,Promoter Group,1500.0,190500,Buy,29-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,MITESH C GANDHI (HUF),Promoter Group,1500.0,198000,Buy,29-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,CHAMPAKBHAI K GANDHI HUF,Promoter Group,1500.0,187350,Buy,24-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,CHAMPAKBHAI K GANDHI HUF,Promoter Group,1500.0,185250,Buy,24-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,MITESH C GANDHI (HUF),Promoter Group,1500.0,187500,Buy,24-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,MITESH C GANDHI (HUF),Promoter Group,1500.0,186000,Buy,24-Jan-2024,Market Purchase,NSE
MAHICKRA,Mahickra Chemicals Limited,MITESH C GANDHI (HUF),Promoter Group,1500.0,184875,Buy,24-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,50.0,307499,Buy,24-Jan-2024,Market Purchase,NSE
POONAWALLA,Poonawalla Fincorp Limited,Rising Sun Holdings Private Limited,Promoters,4033000.0,1999763050,Buy,24-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,75.0,466599,Buy,24-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,125.0,781250,Buy,23-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,25.0,158750,Buy,20-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,500.0,3157050,Buy,19-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,SAMIP VASANTBHAI PATEL,Immediate relative,13000.0,4160000,Buy,19-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,ZANKHANA NIPAMBHAI JANI,-,2000.0,640000,Buy,19-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,NIPAM JASHVANTLAL JANI,-,2000.0,640000,Buy,19-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,175.0,1114925,Buy,18-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,50.0,328500,Buy,17-Jan-2024,Market Purchase,NSE
MANGLMCEM,Mangalam Cement Limited,Sunil Kumar Sachan,Employees/Designated Employees,13578.0,6769325,Buy,01-Oct-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,325.0,2150525,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,JAHANVI GHANSHYAMBHAI PATEL,Immediate relative,20000.0,6040000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,HET GHANSHYAMBHAI PATEL,Immediate relative,20000.0,6040000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,SHAILESHBHAI ARJANBHAI PATEL,Promoter Group,20000.0,6020000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,ZANKHANA NIPAMBHAI JANI,-,3000.0,903000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,KANCHANBEN SHAILESHBHAI PATEL,Promoter Group,20000.0,6020000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,SHREY VINODKUMAR CHHABHAIYA,Immediate relative,5000.0,1525000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,RAJAN ARVINDBHAI CHHABHAIYA,Promoter Group,5000.0,1525000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,CHETNABEN JITENDRAKUMAR PATEL,Promoter Group,13000.0,3958500,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,NIPAM JASHVANTLAL JANI,-,1000.0,301000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,JYOTIBEN GHANSHYAMBHAI PATEL,Immediate relative,20000.0,6040000,Buy,16-Jan-2024,Market Purchase,NSE
ACCENTMIC,Accent Microcell Limited,PRINCY SHAILESHBHAI PATEL,Promoter Group,20000.0,6020000,Buy,16-Jan-2024,Market Purchase,NSE
REXPIPES,Rex Pipes And Cables Industries Limited,MRS. SUMAN GADWAL,Promoter Group,2000.0,140000,Buy,08-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,300.0,2061375,Buy,12-Jan-2024,Market Purchase,NSE
VIVIANA,Viviana Power Tech Limited,PRIYANKA RICHI CHOKSI,Promoters,9000.0,1491306,Buy,10-Nov-2023,Market Purchase,NSE
VIVIANA,Viviana Power Tech Limited,Richi Nikeshbhai Choksi,Promoters,18000.0,2837977,Buy,12-Nov-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,400.0,2952000,Buy,03-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,300.0,2205999,Buy,03-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,100.0,737246,Buy,03-Jan-2024,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,59000.0,10576766,Buy,04-Jan-2024,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,32664.0,5863889,Buy,03-Jan-2024,Market Purchase,NSE
NRBBEARING,NRB Bearing Limited,SZWW GENERAL TRADING PRIVATE LIMITED,Promoter Group,5.0,1726,Buy,29-Dec-2023,Market Purchase,NSE
SANGAMIND,Sangam (India) Limited,Sangam (India) Limited Employees Welfare Trust,Other,2913.0,1254513,Buy,28-Dec-2023,Market Purchase,NSE
RELIGARE,Religare Enterprises Limited,Gurpreet Singh Sidana,Employees/Designated Employees,50000.0,10665698,Buy,29-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,375.0,2821125,Buy,01-Jan-2024,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,625.0,4755225,Buy,01-Jan-2024,Market Purchase,NSE
ALLETEC,All E Technologies Limited,AJAY MIAN,Promoters,5600.0,1336928,Buy,12-Nov-2023,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,20000.0,3599741,Buy,02-Jan-2024,Market Purchase,NSE
ACE,Action Construction Equipment Limited,Action Construction Equipment Limited Employees Welfare Trust,Other,4262.0,3526001,Buy,29-Dec-2023,Market Purchase,NSE
EMMBI,Emmbi Industries Limited,Avinash Laddha,Promoter Group,28386.0,2946255,Buy,29-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,1200.0,9142536,Buy,01-Jan-2024,Market Purchase,NSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,Promoter Group,3250.0,1008256,Buy,26-Dec-2023,Market Purchase,NSE
MEDPLUS,Medplus Health Services Limited,Lone Furrow Investments Private Limited,Promoters,4765.0,3502275,Buy,14-Dec-2023,Market Purchase,BSE
MEDPLUS,Medplus Health Services Limited,Lone Furrow Investments Private Limited,Promoters,9123.0,6749634,Buy,13-Dec-2023,Market Purchase,BSE
MONARCH,Monarch Networth Capital Limited,YANTRA ESOLARINDIA PRIVATE LIMITED,-,20000.0,8748400,Buy,29-Dec-2023,Market Purchase,NSE
NCC,NCC Limited,Alluri Sanjith Raju,Promoter Group,10000.0,166,Buy,29-Dec-2023,Market Purchase,NSE
ADVENZYMES,Advanced Enzyme Technologies Limited,Pramod Kasat,Director,5000.0,1875150,Buy,29-Dec-2023,Market Purchase,NSE
ECLERX,eClerx Services Limited,Eclerx Employee Welfare Trust,Other,2666.0,6949698,Buy,28-Dec-2023,Market Purchase,NSE
SMSLIFE,SMS Lifesciences India Limited,TV Praveen,Promoter Group,10949.0,5927000,Buy,28-Dec-2023,Market Purchase,BSE
ANUP,The Anup Engineering Limited,AANAL P. BHAGWATI,Immediate relative,262.0,709062,Buy,29-Dec-2023,Market Purchase,NSE
ANUP,The Anup Engineering Limited,BHAGWATI FILTERS PRIVATE LIMITED,Immediate relative,109.0,296048,Buy,29-Dec-2023,Market Purchase,BSE
ANUP,The Anup Engineering Limited,BHAGWATI SPHEROCAST PRIVATE LIMITED,Immediate relative,256.0,694461,Buy,29-Dec-2023,Market Purchase,NSE
ANUP,The Anup Engineering Limited,PRAVIN N. BHAGWATI,Immediate relative,275.0,746608,Buy,29-Dec-2023,Market Purchase,NSE
ANUP,The Anup Engineering Limited,REENA P. BHAGWATI,Director,310.0,840854,Buy,29-Dec-2023,Market Purchase,NSE
JINDALSAW,Jindal Saw Limited,Shradha Jatia,Promoter Group,41396.0,17076600,Buy,29-Dec-2023,Market Purchase,NSE
SDBL,Som Distilleries & Breweries Limited,JAGDISH KUMAR ARORA,Promoters,10000.0,2867341,Buy,29-Dec-2023,Market Purchase,NSE
KRISHANA,Krishana Phoschem Limited,MAHENDRA KUMAR OSTWAL,Promoters,39000.0,9700636,Buy,29-Dec-2023,Market Purchase,NSE
ACE,Action Construction Equipment Limited,Action Construction Equipment Limited Employees Welfare Trust,Other,16039.0,13260401,Buy,28-Dec-2023,Market Purchase,NSE
YASHO,Yasho Industries Limited,VINOD HARILAL JHAVERI,Promoters,68000.0,110595080,Buy,28-Dec-2023,Market Purchase,NSE
MBAPL,Madhya Bharat Agro Products Limited,Nirmala Realinfrastructure Private Limited,Promoter Group,8500.0,2555100,Buy,26-Dec-2023,Market Purchase,NSE
SIGNATURE,Signatureglobal (India) Limited,UNISTAY HOSPITALITY PRIVATE LIMITED,Other,23000.0,19654650,Buy,28-Dec-2023,Market Purchase,NSE
SMARTLINK,Smartlink Holdings Limited,KAMALAKSHA RAMA NAIK,Promoters,8400.0,1470289,Buy,28-Dec-2023,Market Purchase,NSE
SMARTLINK,Smartlink Holdings Limited,KAMALAKSHA RAMA NAIK,Promoters,3054.0,534555,Buy,28-Dec-2023,Market Purchase,BSE
VIPIND,VIP Industries Limited,Dilip G. Piramal,Promoters,7100.0,4299843,Buy,28-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,DGP Enterprises Private Limited,Promoter Group,4400.0,2665289,Buy,28-Dec-2023,Market Purchase,NSE
VIPIND,VIP Industries Limited,Kiddy Plast Limited,Promoter Group,4150.0,2511757,Buy,28-Dec-2023,Market Purchase,NSE
PAISALO,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,Promoter Group,972972.0,90010825,Buy,29-Dec-2023,Market Purchase,NSE
GOKUL,Gokul Refoils and Solvent Limited,Arjunsinh Rajput,Promoter Group,450431.0,20942910,Buy,28-Dec-2023,Market Purchase,NSE
TTL,T T Limited,Sanjay Kumar Jain,Promoter Group,5000.0,504300,Buy,28-Dec-2023,Market Purchase,NSE
SHALPAINTS,Shalimar Paints Limited,HELLA INFRA MARKET PRIVATE LIMITED,-,9000.0,1608631,Buy,28-Dec-2023,Market Purchase,NSE
NAHARSPING,Nahar Spinning Mills Limited,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,Promoter Group,22000.0,6208674,Buy,27-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,2061.0,698061,Buy,27-Dec-2023,Market Purchase,BSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,2496.0,808273,Buy,26-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,32.0,10394,Buy,26-Dec-2023,Market Purchase,NSE
STEL,Stel Holdings Limited,SECURA INDIA TRUST,Promoter Group,4408.0,1493639,Buy,27-Dec-2023,Market Purchase,NSE
CELLO,Cello World Limited,ATUL PAROLIA,Key Managerial Personnel,1203.0,936770,Buy,27-Dec-2023,Market Purchase,"BSE,NSE"
REMUS,Remus Pharmaceuticals Limited,Renosen Pharmaceuticals Private Limited,Promoter Group,1000.0,7608570,Buy,26-Dec-2023,Market Purchase,NSE
ACE,Action Construction Equipment Limited,Action Construction Equipment Limited Employees Welfare Trust,Other,4000.0,3358000,Buy,27-Dec-2023,Market Purchase,NSE
REMUS,Remus Pharmaceuticals Limited,ARPIT DEEPAKKUMAR  SHAH,Promoters,1000.0,7620000,Buy,26-Dec-2023,Market Purchase,NSE
